"ave_sentiment","Score","Title"
-0.0516397779494322,2,"In the U.S., what does it precisely mean that federal courts have limited jurisdiction?"
0,1,"In the U.S., are there programs which are not administered through or by states?"
0.02,2,"What kind of Information does the NSA and PRISM collect, and how do they collect it?"
-0.226778683805536,2,"Are Physical Education classes mandatory by law?"
-0.160356745147455,1,"In the US, are Inquisitorial trials always mandatory in possess of certain inquisitorial evidences?"
-0.6,5,"Does Saudi Arabia really control the Chechen terrorist groups?"
0.158113883008419,14,"Why would a country ever store its gold deposits abroad?"
0.45,5,"In the U.S., why are senators more influential in policy formation than their House counterparts?"
-0.310610104258075,8,"Does Germany have a particularly negative perception of South Korea? If so, why?"
0.0422686813547204,-3,"Are the partisan and ideological motivation of members of Congress in policymaking always ""in sync? If not,, what are the reasons?"
0.12,3,"Why has the Supreme Court of the United States not used its power of judicial review to audit constitutionally-questionable laws like the Patriot Act?"
-0.408248290463863,6,"Tunisia's list of designated terrorist organizations?"
0.166666666666667,19,"What was the largest popular vote election ever held?"
0.122474487139159,15,"Can the Vatican legally declare war?"
0.0353553390593274,0,"In the U.S., why are most bills that reach the floor for debate in Congress not controversial?"
-0.21650635094611,5,"What are the guarantees that international debt will be payed back ever?"
-0.075,6,"Can a Turkish involvement on a military strike on Syria trigger the NATO mutual defense clause?"
-0.16583123951777,9,"Why is there no economics theory largely accepted or considered true?"
-0.1,-1,"Is creativity really stifled when there is no freedom?"
0,11,"Which US States have proposed a civics test for voters since the 1965 Voting Rights Act?"
0.201246117974981,0,"Why does Tax Freedom/Cost of Government day differ so much in the United States, and how are they calculated?"
-0.416025147168922,2,"Could a state adopt disapproval voting, or is unconstitutional/illegal in the US?"
0.33407655239053,2,"Would GOP support for imigration reform result in a greater proportion of hispanic votes?"
0,1,"When did the ""red line"" get drawn?"
0,-1,"What did Eisenhower mean with this statement?"
0,2,"Islam and Christianity in Lebanon"
0.0833333333333333,7,"How is Australia being represented at the G20 summit?"
0,3,"What are the views of different political parties on asylum seekers in Australia?"
0.333333333333333,4,"Websites for understanding preference flows in the Australian senate"
-0.193649167310371,8,"What have been the largest hostile cross-benches in Australian senate / house of review history?"
0.245373864405591,3,"Can a foreign-born adopted child become President of the United States?"
-0.120604537831105,1,"In the U.S., is the presidential veto a negative construct?"
-0.716666666666667,4,"Was Australian Labor loss due to internal party conflict?"
-0.288675134594813,8,"Were there mechanisms for discouraging parties (""factions"") proposed by US founding fathers?"
-0.0833333333333333,8,"Which years did US Senate had filibuster-proof majorities?"
0,2,"What old law is going to mean $6 a Gallon milk in the US?"
0.313049516849971,-1,"In the U.S., is there evidence to suggest that the average voter is better informed than in the past?"
0,5,"How many votes is a senate supermajority when there are vacancies?"
0,0,"Ideology in the Media"
0.648266920334518,-1,"Can the Supreme Court define what civil liberties Americans enjoy?"
0,2,"Non-Biased Listing of Party Accomplishments"
0.374165738677394,3,"Can anybody explain why the organization of a two-party system benefits from federalism?"
0.237170824512628,7,"Why hasn't the UN invoked ""Uniting for Peace"" in Syria?"
0,1,"In the US, did conventions reduce the political power of the states?"
0.154919333848297,1,"Term for belief that certain decisions should be made by expert bureaucrats, rather than democratically"
0,3,"What am I supposed to vote for?"
-0.188982236504614,5,"What does shutting down the government mean?"
0.25,6,"Did any US president win elections without extensive campaigning?"
-0.3,1,"Did any jurisdiction ever restrict franchise purely by IQ?"
0.411096095821889,5,"What are the consequences of not following a gag order?"
0,7,"How did Australia wind up with a two-party system?"
0,10,"What is the purpose of direct mandates in the German electoral system?"
0,5,"What does it mean when a party has a mandate?"
-0.0753778361444409,9,"How is the Venus Project resource-based economy different than communism?"
-0.138675049056307,1,"Can Bloomberg run again in the future, or is the 3-term limit absolute?"
0,4,"How does one get pre selected to be a member of the Australian Senate"
0,0,"Reducing Corporate Influence in Politics"
0.25298221281347,3,"How can I promote human rights petitions to the UN?"
0,3,"In Italy, can a party run for the elections with two different lists (in the same group)?"
0.144337567297406,5,"Why does the United States begin its fiscal year on October 1st?"
0.237170824512628,1,"Why are US national party conventions important to electoral politics?"
0,4,"Do the procedural rules of US State legislatures have the power of law?"
-0.237170824512628,4,"What are the origins of non-aggression politics within liberalism?"
0.0625,1,"What is the theoretical content of the terms used in non-aggression discourse within liberal politics?"
0,4,"How is Obamacare still functioning with no budget?"
-0.160591013709393,21,"Why did the U.S. government shut down, if the Fed was providing funding through the bond buying program?"
0.1455213750218,7,"Are the President of the United States and members of Congress considered essential to the federal government?"
0.0668153104781061,5,"What are the legal requirements to be Speaker of the US House of Representatives?"
0.1,3,"Do white house and congressional staffers currently (or sans Obamacare) receive subsidies for their health insurance?"
0.152542553961938,3,"Could state or federal agencies purchase ""government shutdown insurance"" if it was available?"
0,10,"Can I recall my US Senator or Representatives in Congress?"
-0.0400891862868637,1,"If the US Debt Ceiling is not raised what happens to Mandatory/Discretioary spending?"
-0.204124145231932,5,"How does a government shutdown happen?"
-0.267261241912424,6,"Would the reduction in spending due to an indefinite government shutdown eliminate the deficit?"
0.1455213750218,4,"Why did the National Park Service need to spend money to shutdown a park they don't fund?"
-0.158113883008419,5,"Will government workers furloughed during the shutdown be paid later?"
0.0753778361444409,2,"Do parliaments exist where the amount of non-voters is represented?"
-0.244948974278318,2,"How can a currency be manipulated?"
0.0277350098112615,2,"Are US politicians still paid a salary when they cause a government shutdown?"
0.159099025766973,7,"What was the LOWEST known voter participation rate?"
0.0903696114115064,7,"Why did Russia default on its domestic bonds in 1998 when it could simply print money?"
0.058925565098879,10,"Why hasn't Indian Govt still taken a step to slow down the rate of population growth in India?"
-0.0693375245281536,11,"Under what executive authority does the President have to delay the employer mandate?"
-0.116275534829989,10,"Why do US politicians spend so much on campaigns when the salary is not high enough to justify the expenditure?"
0.0625,1,"Why did the US government let Lehman Brothers go bankrupt and not other Wall Street banks?"
0.0848874687627165,6,"Why is the Speaker of the House able to stop a vote on a clean spending bill?"
0.0258198889747161,5,"How much has government spending increased/decreased in relation to the median households income since 2000?"
-0.601337794302955,5,"Is the US Government being shut down affecting the deadline for the debt ceiling?"
-0.13228756555323,5,"Federal Reserve authority to buy government debt"
0.569209978830308,9,"What are the reasons for opposing the Affordable Care Act?"
0.0802124434146995,6,"Does the United States have a built-in mechanism to resolve loss of supply? And if not, why not?"
-0.0559016994374947,1,"Is the House responsible for deciding what to fund in the government and is this usually done with ""mini-CRs""?"
0,-2,"Why is the National Mall open for an immigration rally?"
0.120604537831105,5,"Did they measure the response difference between ways to contact congresspeople?"
0,3,"How often does Senator McCain vote against his own party?"
0.25466240628815,3,"Is there legal recourse for creditors if Treasury defaults on any (not necessarily all) of its debts?"
-0.433012701892219,1,"Does the ACA penalize individuals for not being able to afford insurance?"
0.249615088301353,-2,"Can the Executive Branch legally enter into a contract to repay Fisher House?"
0.166666666666667,7,"Visa application lottery, best odds by country of origin?"
-0.114707866935281,12,"What if the president, vice president, everyone in the line of succession plus the designated survivor were all killed?"
-0.2875,7,"What estimates are there on the level of fraud in the Social Security Disability Insurance program?"
-0.258198889747161,3,"Why are some government services/programs closed from the federal government shutdown, while others aren't?"
0,5,"How does the US House of Representatives rule itself?"
-0.244948974278318,1,"Social Security and the impending default"
-0.221880078490092,1,"What are the negative and positive consequences of a system of seperated powers?"
0,1,"How does one go about registering a political party in Texas?"
0.424264068711929,-2,"How many times and in what way has the Affordable Care Act been modified by the Executive Branch?"
-0.0223606797749979,0,"How much in interest payments since 2002 has the increase in the debt past the old debt ceiling cost the US?"
-0.404145188432738,1,"How (and how much) does the government shutdown affect the budget deficit"
0.189031289656866,-1,"What incentive would the House or Senate have to ever adjourn if NRLB v. Canning is upheld?"
-0.0533001790889026,5,"Has any government made the unwinding of their US bonds and currency reserves a core public policy plank or a legal requirement?"
0.227172055625561,3,"How did House Resolution 367 pass on the same day as introduced without a 2/3 majority?"
0.188982236504614,5,"Does medicare have its own trust fund?"
-0.237170824512628,1,"How many times has the US defaulted on its debt?"
-0.458831467741123,3,"If Congress refused to raise the debt ceiling, would it force the federal government to balance its expenditures/revenue?"
-0.288675134594813,9,"Has the US President ever been denied entry to a foreign country?"
0,2,"What actually would happen if the ACA gets defunded"
0.476313972081441,8,"Is it true that the United States currently has no debt ceiling?"
0.2,9,"How does President Obama spend money without a budget?"
0.0333333333333333,2,"What bodies exist to foster cooperation amongst transnational corporations?"
0.154919333848297,1,"Is it possible for the US to borrow money from other countries, after the shutdown?"
-0.0545544725589981,-3,"Did George W. Bush try to alter the power of the presidency by using a theory that had never been implemented?"
0,12,"Has anyone produced a time series of the Gini coefficient to current political party?"
-0.226133508433323,3,"What exactly are the formal rules around US paying off debt?"
0.377964473009227,5,"Why was Justice Marc Nadon's Appointment Challenged"
0,1,"Is House Resolution 368 Permenant?"
-0.408248290463863,6,"Iran's list of designated terrorist organizations?"
-0.306186217847897,6,"Is not paying, questioning the debt?"
-0.3125,9,"Could the Australian Government be denied funding in the same way that happened in the USA?"
0,12,"How can a bill pass the US Senate by a vote of 3-0?"
0.0625,-2,"What foreign investment is safer than US Treasury bonds and what market share do they have?"
-0.121267812518166,3,"How many people will be unable to keep their health insurance plan in 2014 due to the ACA?"
-0.0668153104781061,4,"How does the British Parliamentary system handle a situation like the US budget crisis?"
-0.25,6,"Can US Election Schedules be changed in an Emergency?"
-0.335410196624968,6,"What jurisdictions, if any, have preemptive judicial review of bills or laws, without a suit being brought challenging the law?"
0.158771324027147,0,"Is the Affordable Care Act a regressive tax (who is most affected)?"
-0.158113883008419,3,"What are the most basic, yet distinct forms of government?"
-0.188982236504614,13,"Equivalent to government shutdown in parliamentary systems"
-0.259807621135332,5,"Is Japan allowed to shoot drones in Japanese airspace under international law?"
0.0833333333333333,17,"What actions are legal against pirates for private ships?"
-0.577350269189626,10,"What government agencies are officially designated as terrorist by another country's government?"
0,0,"How much did the US spend on each means-tested program during the last 5 years?"
-0.294511207106831,1,"Was illegal immigration non-enforcement ever challenged under ""equal protection"" theory? Did it affect illegal immigration related legislation?"
-0.158113883008419,4,"Does speaking the same language reduce the likelihood of war?"
0,10,"Are persons born in a U.S. embassy a U.S. citizen, if their parents are not citizens?"
0.266666666666667,2,"Are there any whistleblower protection regulations in the EU?"
-0.158113883008419,2,"Is there any difference between a dissident and a whistleblower?"
0,3,"What does ""respectively"" mean in the Tenth Amendment?"
-0.0721687836487032,3,"What significant changes cause a grandfathered health plan to lose its status?"
0.438938112570174,2,"In what ways does the Affordable Care Act require entities to pay for contraception coverage?"
0,3,"What is the theory behind social policing?"
0,2,"When a country wins a war, will the winner country rule the losing one?"
0,8,"Database of all US federal, state and county elections and candidates"
0.340168025708305,0,"Right(s) for public building floor plans?"
0,20,"What are the historical claims to Kashmir from India and Pakistan?"
0.302371578407382,2,"ACA Individual mandate fulfilled using employer insurance"
0,3,"Can I recall my US Senator or Representatives in Congress in the state of Utah?"
0.208012573584461,3,"What are the advantages of a two party system vs multiple party system?"
-0.372885658726233,2,"Are there disadvantages to the Assault Weapons Ban of 2013? If so, what?"
0,2,"Does US or other Common Law states have mechanisms for reversing any reduction of rights?"
0.0645497224367903,5,"What is the difference between a treaty and an executive agreement in American Foreign Policy?"
-0.133630620956212,0,"How were the votes split on the Danish Folketing election the 26th of July 1881?"
-0.226133508433323,4,"Do Caribbean countries have standing against colonial countries for slave reparations?"
0,5,"What provisions in Obamacare was Obama referring to that got snuck in?"
-0.208012573584461,3,"How long does it take for a parliamentary government to hold unscheduled elections?"
-0.102062072615966,2,"What's the definition of domestic use?"
0.2,2,"Which states have the highest percentage of people who qualify for subsidies on the healthcare exchanges?"
0.353553390593274,1,"Why was Obamacare legislation pushed through so quickly?"
-0.16708163346601,0,"Why was the Healthcare.gov site development managed so badly?"
-0.346687622640768,4,"How has the ""too big to fail"" problem been mitigated in other circumstances?"
-0.150755672288882,5,"What factors account for the Republicans election failures in urbanized areas?"
-0.0721687836487032,9,"Did the Senate break their own rules by invoking the nuclear option?"
-0.166410058867569,3,"When the rules are suspended in the house, what exactly are those rules?"
0.126491106406735,21,"What are the main differences between different types of Marxism?"
0.301511344577764,2,"How many senators approved the change to the cloture rule in 1975?"
0.158113883008419,3,"How much has Obamacare cost Senate Democrats in public support?"
0.542720420239975,1,"What portion of the Affordable Care Act originated in the House?"
0.353553390593274,4,"Does Obamacare grant transitional authority to the President?"
0.0316227766016838,2,"Do campaign contributions create a conflict of interest for politicians?"
-0.166666666666667,10,"Why these countries have no diplomatic relations with Chile?"
0.265165042944955,1,"Pros/Cons of anonymity in a modern democracy?"
-0.1,4,"What are the main obstacles for implementing a Resource Based Economy as proposed by Jacque Fresco?"
0,3,"Why did the Supreme Court consider the Obamacare Medicaid expansion coercion?"
0.158113883008419,5,"How is UKIP seen in the United States or elsewhere?"
0.0837157890324957,13,"Why don't unions negotiate members-only contracts in right-to-work states?"
0.0721687836487032,3,"What are the arguments for and against charities engaging in political campaigning?"
0.188982236504614,5,"How wealthy are state legislators in Texas?"
0.413118223595458,12,"Why is there concern about the growing income gap, and is there an ideal level?"
0,4,"What should every individual know about their country's politics?"
-0.583333333333333,-3,"Has anyone called for the elimination of limited liability?"
0.237170824512628,1,"What are the total unfunded liabilities of the top 5 states?"
-0.133630620956212,1,"Where does one connect with government departments world-over to suggest world-changing ideas?"
0,3,"Who decides which countries are third world and how can it be challenged?"
0.357770876399966,2,"Is it necessary to allow preferential treatment based upon race in order to ensure equal protection under the 14th Amendment?"
-0.0944911182523068,3,"Could UK Government amendment lead to fracking?"
-0.247230832866649,8,"Doesn't the 14th Amendment guarantee that anyone can run for president? Not just natural born citizens?"
0,2,"When, and how, are votes likely to be ""bought?"""
-0.447213595499958,11,"Was Nelson Mandela a Terrorist?"
0,1,"How would Bill C-38 be considered illiberal?"
0.167829278335655,3,"What factors account for the large drop in young voters identifying with the Democratic Party?"
0.335658556671309,5,"Does the first amendment protect business owners from being forced to work for protected classes?"
-0.110940039245046,-3,"Does liberalism support discrimination of the young by restricting their behavior or thoughts?"
-0.0944911182523068,2,"What are current tax payers paying for?"
0,11,"Is Scotland a country?"
0.288675134594813,-7,"What percentage of people receive SNAP benefits for extended periods of time?"
0.0693375245281536,6,"During an election how is it decided whose name is on the ballot"
0.125,3,"How much does the House Bipartisan Budget bill of 2013 increase spending in the next two years?"
0.158113883008419,4,"What is the customary international law of transboundary fresh waters?"
-0.200445931434318,4,"If you are illegally searched, and the police find nothing, what can you do?"
-0.115470053837925,24,"Why does Russia try to stop Ukraine from approaching to the EU"
0.395284707521047,4,"Are Prized Linked Savings Accounts legal in the United States?"
0,2,"Was the end-of-life counseling provision kept in Obamacare?"
0.106066017177982,4,"What legally constitutes character assassination in the US?"
-0.0721687836487032,2,"What remedy exists for unconstitutional changes to ObamaCare by the executive branch?"
-0.21650635094611,10,"Why is the Slave Trade provision of the US Constitution so broad?"
0.188982236504614,3,"Mark Levin and The Liberty Amendments: Process"
0.0144337567297407,4,"Did the Civil War in the USA settle the matter on secession?"
0.433333333333333,13,"Supreme Court cases that were harbingers of New Federalism"
-0.267261241912424,13,"What is the nature of the ""communist government"" that West Bengal had for 34 years?"
-0.249615088301353,1,"What is considered acceptable behavior by policemen stopping a person to ascertain guilt?"
0,5,"Are there systematic personality differences between liberals and conservatives?"
0,7,"What is the purpose of farm subsidies today?"
0,19,"What is Israel's long-term plan in the West Bank?"
-0.580947501931113,14,"Was the Icelandic economic crisis of 2008 a product of lax government oversight or big government?"
0,1,"When a police officer asks your origin and destination, what are my legal rights?"
0.25,5,"Why is the Sahel Region important to western nations?"
0,2,"""Lokpal Bill and Jan LokPal Bill"" What's the difference between these two Bills in Inidan Politics?"
0.221880078490092,22,"What will Scotland's status in the EU be, assuming Scots vote for independence?"
-0.28347335475692,1,"Do(did) hospitals turn poor patients away"
0,3,"What is the necessity of the FDIC in the US banking system?"
-0.333333333333333,1,"When will the US hit the debt ceiling again?"
0.302371578407382,4,"Accredited Investor laws for non-US citizens"
0,21,"What caused the racial shift of America's parties?"
0,-2,"Do Republicans intend to put policy riders in the next appropriations bill?"
-0.0848874687627166,5,"How many known cases of in-person voter fraud could have been prevented by Voter ID Laws?"
0,-1,"Do any studies reflect a correlation between Republicans political positions and racial attitudes?"
0.14142135623731,9,"Is there a procedure to recall US Senators?"
0.144337567297406,9,"Why do US politicians commonly refer to the UK as ""Great Britain""?"
0.360843918243516,4,"Ability of a minority party to hold a pro forma congressional session"
-0.268793601114312,5,"What is the relationship between Regulatory Capture and Karl Marx?"
-0.0297696299072549,6,"Is there a way for a Constituent (or non-lobbyist) to introduce a bill in either house of the U.S. Congress?"
0.264575131106459,1,"Legality of same-sex marriage compromise law"
0,4,"What are the GOP's Alternatives to Obamacare"
-0.354175097938858,3,"In what issue was Barack Obama the only dissenting vote"
0.0721687836487032,5,"Can a U.S. state criminalize activity that's legal in another state?"
0,1,"What is Nixon's wage and price control"
-0.158113883008419,15,"Is it necessary for a communist to be an atheist?"
-0.577350269189626,4,"Government Oversight Committee"
0,6,"How do people view Putin's statements on gay rights?"
-0.0753778361444409,5,"Strategy to *not* vote for a candidate using Single Transferable Vote"
-0.259272486435067,8,"Can lies in a bio or under oath remove a politician from office or cause other legal trouble?"
0.245967477524977,-2,"In the US how does the 13th amendment, 16th amendment work simultaneously with life, liberty and the pursuit of happiness?"
0.0125,8,"What options are available to a person who rejects the authority of the state (an anarchist)?"
0,0,"Justifications for import duty"
-0.259807621135332,-1,"When and how did the Republican establishment come to oppose NSA surveillance?"
0.237170824512628,1,"Can a super PAC give to both democrats and republicans?"
0.302371578407382,1,"computer readable info with bills being tagged"
0,3,"What is the difference between ""State"" and ""Sovereign"" in The Social Contract?"
0,8,"Why aren't all matters referendable?"
0,12,"How much more do men earn than women for doing the same job?"
0.731855518528077,1,"Most-efficient way to contact my elected representatives"
0,2,"What is the history of the electoral college in the US?"
0,3,"Long Term Studies on Class Mobility?"
0,2,"State army in libertarian state"
0.129099444873581,8,"Does Sweden have greater intergenerational social mobility than the USA when compared to USA incomes?"
0,1,"A county's development (in a developing country)"
-0.0427617987059879,6,"Does the increase to the Government Contractor minimum wage have no real effective impact?"
0.300416377715996,11,"Is there any reason to vote against the predominant majority?"
0,18,"What is the current meaning of ""Palestine""?"
-0.116666666666667,6,"Would reducing the maximum working hours also reduce unemployment?"
0,5,"Source for Kinnock quote: 'fortunate in her enemies'"
0,2,"Why is Alfano considered a secessionist / couldn't he just keep PdL?"
0,18,"What is the current meaning of ""Israel""?"
-0.204124145231932,2,"Was there antisemitism in fascist Italy?"
0,14,"Has there ever been a national meritocracy?"
0.271360210119987,6,"Why are California Republicans against the National Popular Vote Interstate Compact?"
0,6,"What exactly does Thomas Paine mean in this line of Common Sense?"
0,1,"Why is SSI and SSDI so far below minimum wage?"
0.499230176602706,11,"What are the benefits to the rest of the UK from Scottish independence?"
0,2,"How will lands on the Moon be divided?"
-0.25298221281347,5,"What are the consequences of exiting the Outer Space Treaty"
0.0316227766016838,17,"Can USA exit a treaty that was signed and ratified?"
0,6,"Why doesn't the House of Representatives have a say in treaties?"
0,4,"For US Constitution amendments, does state legislature incl governor?"
0.4002082791081,7,"What communities or groups, religious or not, are exempt from the Affordable Care Act (Obamacare)?"
-0.244948974278318,3,"Why can't we directly elect ministers?"
-0.288675134594813,6,"Transit zones problems"
-0.46475800154489,2,"What are the likely consequences to Uganda after the passage of its anti-gay law?"
-0.151185789203691,19,"Without government, who would build the roads?"
0.126491106406735,4,"What does the ""to"" mean in the General Welfare Clause?"
-0.0753778361444409,5,"Does the Arizona bill grant a religious exemption to discrimination laws?"
0,6,"What is the minimum number of Legislators required to pass various Acts of Congress?"
0.510310363079829,3,"How does Pro forma legislation work?"
0,11,"Is there any form of political system using math, informatics or psychology as a basis for decision-making?"
0.483189633810807,4,"Do electoral institutions ensure that political leaders are responsive to the interests of the population as a whole?"
-0.195368603605389,15,"Russia attacks Ukraine. Why is world's reaction so slow?"
-0.288675134594813,6,"Was the 2003 Iraq War an undeclared war to circumvent the Geneva Conventions?"
0.145091747469152,6,"Sanctions for Russian military action in Ukraine stopping preparation for G8. Is it important for Russia?"
-0.0277350098112615,2,"Can gov't place a lien on assets or suspend drivers' licenses with Obamacare?"
-0.566946709513841,15,"How are quarrels managed according to anarchism?"
0,12,"How Many Russian Citizens Live in Crimea?"
0.353553390593274,32,"What is the United States' interest in Ukraine?"
-0.0883883476483184,49,"Was the change in government in Ukraine legal?"
0.0944911182523068,20,"Soldiers abroad without identifying marks - Crimea situation"
0,5,"LBJ Quote - did he actually say this?"
0.176776695296637,3,"Pros and Cons on common currencies like Euro"
0.111803398874989,14,"Is the Crimean referendum legal?"
0.5,-2,"Ashton phone leak - why no coverage (vs Nuland leak)?"
0.126517455976109,-2,"How much lives could they've saved if they would have used war money in health?"
0.353553390593274,0,"Legality of red cross aid to Ukrainian military"
0,3,"How are political staff (both congressional and campaign) paid in the US?"
-0.151185789203691,11,"What are my rights against NSA surveillance?"
0,9,"What will happen to the US and Russian economies if Russia sells all its US bonds?"
-0.144337567297406,9,"Are belligerent armed people without insignia or declared nation by definition terrorists?"
-0.176776695296637,10,"Are there UN norms for a government change?"
0,6,"Is there anything suggesting NATO is just waiting for the winter to end before acting in Crimea?"
-0.204124145231932,3,"Without government, wouldn't warlords take over?"
0,22,"What is the difference between the Chancellor and the President of Germany?"
-0.408201630849965,13,"Why does Venezuela have such high inflation?"
-0.0138675049056307,3,"Using weapons and militancy by enlightened forces as a tool for self defense"
-0.451848057057532,35,"Why do oppressive regimes cheat in the election process rather than simply faking the results?"
0.157648156273616,5,"Monetary policy: why does the dollar work for the US, but the Euro doesn't for the EU"
0,-1,"Is Copyright a Statute or Common Law and Why?"
0,6,"Does the Russian economy profit from Crimea accession?"
-0.221359436211787,5,"Are US financial aids to the new Ukrainian government illegal?"
0.296928723209235,6,"What are the greatest factors preventing the choice of a an official world auxiliary language?"
0.422115882408869,3,"Is the definition of democracy a non-optimal set of laws?"
0.395284707521047,3,"Is modern wealth disparity a mitigated form of noble priviledge?"
0.158113883008419,4,"Would legalization of drugs increase the power of the FARC?"
-0.316227766016838,1,"How can the two sides in syrian conflict be defined?"
-0.0944911182523068,7,"Is Ukranian crisis one of its kind?"
0,8,"What is the origin of the ""two-tiered"" theory of the First Amendment?"
-0.353553390593274,1,"What is the punishment for theft in Egypt?"
-0.175,22,"Is democracy failing nowadays?"
-0.219469056285087,15,"How could it happen that Ukraine soldiers did not try to defend against the invasion?"
0.110940039245046,2,"For PART III of this convention, does ""ALL MIGRANT WORKERS"" include undocumented workers?"
-0.625,11,"UN veto power deprivation"
0,24,"What plans do European countries have if Russia closed gas pipelines to them?"
0.120604537831105,5,"Why do some governments still continue applying rationing and maximum prices?"
-0.183333333333333,5,"Unregistered vessel on international seas - legal status and consequences?"
0.402492235949962,4,"What is ""democracy through strength""?"
0.291217603018245,3,"Is it legal for one country to be under military protection of other?"
0.194454364826301,15,"Can an 11% minority actually pass a Constitutional amendment?"
0.178885438199983,3,"third US (major) political party"
-0.166666666666667,3,"Is there such a thing as a single dissolution?"
0.189736659610103,1,"Is my interpretation of Article 395 of the Indian Constitution correct?"
0,8,"Why is Jeremy Bentham considered Liberal?"
0.0944911182523068,3,"Limits of Charter City authority in California"
-0.577350269189626,1,"Government without opposition"
0,26,"Why do people consider Israel to be an ""apartheid"" country?"
0.0693375245281536,2,"In the US, how can a federal law be prevented from being made?"
-0.166666666666667,0,"what is the difference between political system and government?"
0.0668153104781061,22,"Are there regions within Russia with a majority population that is not ethnic Russian?"
0.533333333333333,6,"Why is equality such a widely accepted political goal?"
0.353553390593274,-3,"Is the US reconsidering the Brilliant Pebbles project?"
-0.0970142500145332,4,"What is the name of the tactic that politicians use to bury people with torrent of words?"
0,4,"What is ""Absolute Majority""?"
0.416666666666667,4,"What is the pyschology behind the ""Silent Majority"" claim?"
0.167829278335655,20,"Why did ten countries side with Russia in the UN General Assembly vote on Crimea?"
0,8,"Why is the speaker of the House of Representatives an MP?"
-0.208012573584461,9,"What are the limits of the authority of POTUS to issue Executive Orders"
0.105528970602217,5,"Example of Ostrom's 2nd principle applied to common peer-production resources"
0.830850467894193,1,"is it correct being voter friendly in democracy?"
0,9,"Do China claim Russian region of Amur-Khabarovsk-Primorsky (Eastern-Manchuria)?"
0.377964473009227,1,"Freedom of speech and the N-word"
0,2,"Is there a US and UK equivalent of India's AFSPA act?"
0.178885438199983,2,"Feasible peak to minimum wage?"
0,13,"Where can I see the total compensation (by year?) of each of the employees of the UN?"
0.23094010767585,-2,"Ethics in economy"
0.0909477216405446,4,"Proper use of the word 'term' for U.S. Presidents, and"
0,3,"President Daily Diary - more info?"
0,2,"Article II, section 2, clause 2; and listing(s) of relevent treaties"
0.5875,7,"Does Hungary fulfill the requirements of democracy given by the facts on the new voting system?"
0,2,"Elitist and Marxist theories on the distribution of power"
0.377964473009227,20,"Why fund the research in pure mathematics?"
-0.229415733870562,9,"Is the life expectancy gap between males and females a result of social issues that need to be addressed?"
0.111803398874989,1,"Utah State Teacher Sexual Conduct"
-0.0606339062590832,2,"Is the current action by the BLM in Bunkerville Nevada a violation of the Posse Comitatus Act"
-0.103279555898864,5,"Is there any research relating to reform and corruption in local and small scale authorities?"
-0.25,14,"Does the US often deny visas to UN diplomats?"
0.0523039558239668,11,"What are the expected economic ramifications of the Swiss basic income initiative? Has something like this ever been tried before?"
0,-5,"Does Japan have any military?"
0,0,"Looking for the name of a voting process by public token"
0.277350098112615,3,"Why is there a concept of a wedding officiant in US marriage law?"
0.316227766016838,9,"Couldn't those threatened with asset freezes simply move their money?"
0,11,"Has Russia damaged its reputation by lying?"
0.0790569415042095,1,"when will we hear the results of this court case?"
0.115470053837925,4,"What is the procedure to change FPTP to PR system in India?"
0,3,"Committee power of congress"
0,3,"Why is Register of Deeds an elected position?"
0.441941738241592,3,"Are approval ratings and election results considered comparable?"
0.120604537831105,2,"What does inequality look like when measured in man-hours employed?"
0.482418151324422,12,"Do new jobs always contribute to the welfare of a country?"
0.33203915431768,5,"Does preserving Court Precedent mean respecting both reasoning and results?"
-0.237170824512628,3,"Could the person who taped Donald Sterling go to prison?"
-0.23094010767585,5,"How can an American conservative attempt to conserve a radical American founding?"
-0.346410161513775,2,"Cronyism In Economy"
0.309838667696593,18,"Why did democracy survive in India, whereas in most countries of the time it didn't?"
0.2182820625327,3,"Under what criteria is a minimum wage law superior to an earned income tax credit based system?"
-0.2375,2,"What is an unpoliticized, transparent source (alternative to Gov't stats) for stats like Unemployment and Inflation?"
0,0,"List of designated terrorist organizations & their tendency of faith"
0,6,"Libertarianism and large companies"
0,4,"Has a two-letter country code been proposed for use by independent Scotland?"
0.144337567297406,1,"Is there any notable political view which effectively deals with technological unemployment?"
-0.28347335475692,2,"What is UN doing about Ukrainian crisis?"
0,2,"What happens after a bill is reported by committee?"
0,12,"Is Cyprus in Europe?"
-0.0530330085889911,4,"Designate a country as ""State Sponsor of Terrorism"""
0.245676907455998,5,"Can Australia join the Council of Europe?"
0.180906806746658,10,"How do juror demographics compare with voter demographics in the US?"
0.433333333333333,4,"Would shorter election cycles bring cleaner and better politics?"
0,3,"Was there a Security Council's meeting that lasted long time until resolution was finished?"
-0.125,2,"Is there data that looks at income inequality by examining total income over each person's life?"
0.238117617995813,3,"Is the theory of nuclear peace true?"
0,4,"When will the Australian Senate vote on the 2014 budget?"
0.0267261241912424,3,"How to create an economy for low skilled people in a high-cost country?"
0.268328157299975,7,"What is a Star Print?"
-0.25298221281347,7,"Consequences of hypothetical ""cast one vote for OR against"" system?"
0.280624304008046,4,"Is the NJ goernor's executive order on pension reform permissible under the current legislation?"
0.0790569415042095,3,"Does the US Congress allow visitors to watch their debates?"
0.102062072615966,1,"Importance of tax to Indian goverment"
0.0833333333333333,0,"In Indian politics , how many parties are present currently"
